,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose
,1COV.XETRA,ADS.XETRA,AIR.XETRA,ALV.XETRA,BAS.XETRA,BAYN.XETRA,BEI.XETRA,BMW.XETRA,BNR.XETRA,CON.XETRA,DB1.XETRA,DBK.XETRA,DPW.XETRA,DTE.XETRA,DTG.XETRA,EOAN.XETRA,FME.XETRA,FRE.XETRA,HEI.XETRA,HEN3.XETRA,HFG.XETRA,HNR1.XETRA,IFX.XETRA,LIN.XETRA,MBG.XETRA,MRK.XETRA,MTX.XETRA,MUV2.XETRA,PAH3.XETRA,PUM.XETRA,QIA.XETRA,RWE.XETRA,SAP.XETRA,SHL.XETRA,SIE.XETRA,SRT3.XETRA,SY1.XETRA,VNA.XETRA,VOW3.XETRA,ZAL.XETRA
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-02,,40.3568,16.4119,51.6226,32.1675,37.5858,41.3435,32.4478,17.389,51.4485,35.9707,29.2948,8.7084,6.0029,,11.6597,37.8957,18.3688,29.3829,34.467,,24.3356,4.8198,,23.6407,25.3731,37.057,64.4652,21.2421,21.8326,13.5709,32.9997,30.9314,,48.5543,5.2103,18.1101,,78.9815,
2010-11-03,,40.5973,16.1485,51.1439,32.0844,37.6479,40.879,32.0078,17.296,51.2144,35.3134,28.8596,8.5754,5.9545,,11.5256,37.6362,18.2077,30.227,34.5157,,24.4026,4.8122,,23.6066,25.0968,36.3799,64.0364,21.6123,22.0964,13.5009,32.7498,30.5549,,48.0377,5.3479,18.2512,,79.6907,
2010-11-04,,39.251,15.5964,52.3519,33.3063,38.3306,40.1242,33.5201,17.606,50.5523,36.1072,29.5194,8.6857,5.8519,,11.6494,36.6819,18.5156,32.9161,34.54,,24.8716,4.9957,,24.4172,24.948,35.3851,65.6659,22.215,22.573,13.2356,33.0126,30.6749,,48.977,5.4833,18.575,,80.4745,
2010-11-05,,39.0822,15.6431,52.8191,33.9114,38.4755,40.2538,33.5077,17.5595,49.4138,36.1575,29.762,8.637,5.8206,,11.6675,36.6107,18.3084,33.6516,34.1789,,24.9587,5.0569,,23.8996,24.8247,35.126,65.5801,22.9697,22.7535,13.2156,32.8716,30.8693,,49.2529,5.6084,18.3384,,80.3626,
2010-11-08,,39.6941,15.7578,52.8533,33.6622,38.4134,40.1198,33.1049,17.619,48.4692,36.2078,29.8476,8.5949,5.7693,,11.5256,36.8284,18.5962,33.4507,33.8624,,24.8817,5.22,,23.8971,24.8799,35.7613,65.8946,23.3026,22.7072,13.5209,32.4422,30.8445,,49.9574,5.5515,18.5459,,81.2584,
2010-11-09,,40.9519,15.7578,52.6824,34.0537,38.5996,40.1957,34.0346,17.6448,48.4449,35.8127,29.8939,8.9484,5.8234,,11.4405,36.6149,18.5185,34.3109,34.1383,,24.5936,5.3083,,24.4367,24.7311,35.9076,64.7797,24.99,23.2163,13.4508,32.3268,30.9355,,49.8869,5.4833,17.5995,,83.1993,
2010-11-10,,40.9392,16.225,51.3605,33.2708,38.2065,40.3833,33.3156,17.513,46.7736,34.8428,29.2163,8.877,5.8063,,11.6959,37.4939,18.4206,34.0335,37.4698,,25.3876,5.1129,,24.0143,24.8162,35.7028,64.3509,24.8666,23.3828,13.3858,32.6857,30.646,,48.8185,5.5402,16.9603,,81.1091,
2010-11-11,,41.7411,16.1315,50.7622,33.5911,37.7513,40.9639,33.7309,16.9059,46.0469,34.929,28.7598,8.7927,5.7921,,11.6623,37.2637,18.0925,33.4748,37.4576,,24.9219,5.0067,,24.2023,24.8289,35.6109,63.9792,25.2168,23.2024,13.3307,32.205,30.5549,,50.0983,5.4947,17.4584,,82.5648,
2010-11-12,,41.2346,15.418,51.2693,33.2886,37.2686,41.0711,34.2701,17.2934,48.1866,34.6596,28.8311,9.0197,5.7608,,11.6907,37.3055,18.3256,33.0407,37.275,,25.3708,5.1129,,24.3586,24.8544,35.5273,64.2651,25.5697,23.0635,13.4608,31.9807,30.3977,,50.4857,5.4492,17.8486,,85.1029,
2010-11-15,,41.1502,15.418,51.3377,33.9173,38.7099,41.1336,34.7474,17.0506,48.1462,34.7386,29.0665,9.0035,5.7579,,11.7345,37.2092,18.2134,33.2055,37.2344,,25.5718,5.0722,,24.8518,24.7864,35.5022,64.6939,26.7492,22.9293,13.5159,31.9166,30.3605,,50.1394,5.4605,17.749,,87.0439,
2010-11-16,,40.1879,14.628,50.4944,32.6123,37.9306,40.4905,33.8548,16.7897,46.4425,34.2465,28.6385,8.7992,5.6981,,11.5798,37.0,18.3343,32.281,36.9301,,25.2435,5.2871,,24.1584,24.6164,34.6788,64.0936,26.7176,22.263,13.4158,31.6282,29.951,,48.9007,5.2785,17.2426,,86.2227,
2010-11-17,,39.8756,14.8191,51.1154,32.9149,38.2341,40.745,33.6565,16.5003,47.0804,34.031,28.9738,8.9192,5.7152,,11.6236,36.6651,18.6393,32.9522,36.8408,,25.0961,5.3585,,24.0607,24.5526,34.3152,64.3795,27.1912,22.064,13.8111,31.7404,29.9965,,49.3292,5.324,16.8026,,86.5213,
2010-11-18,,40.3188,14.7256,51.9872,33.9648,38.9927,40.9549,34.8961,16.5856,48.4611,34.7458,29.3126,8.9322,5.7779,,11.8093,37.1758,19.0192,34.0737,37.3196,,25.5484,5.6185,53.3934,24.8128,25.2838,35.8198,65.1513,28.1095,22.2722,14.2465,32.0897,30.3357,,50.3507,5.2808,17.2011,,88.9475,
2010-11-19,,40.6058,14.6619,51.8904,34.0478,39.8479,40.6646,35.1255,16.6528,48.4853,34.6668,28.8382,8.9322,5.7608,,11.8119,36.9497,19.0969,34.6485,38.2042,,25.602,5.5964,,24.7786,25.1265,35.941,64.6939,28.6978,22.374,14.2665,31.9038,30.2364,,50.1863,5.2785,16.9188,,91.5976,
2010-11-22,,40.8041,14.4835,51.5998,34.2969,39.3789,40.1064,35.7577,16.4926,49.1878,34.498,28.4352,8.8576,5.7152,,11.7758,36.3721,18.8954,34.4716,38.0257,,25.1262,5.525,,24.6907,25.101,35.8993,64.2365,30.0925,22.1195,14.1063,31.7628,30.0006,,50.1511,5.3354,17.118,,93.9865,
2010-11-23,,40.1162,14.131,50.4944,33.6207,39.0203,39.8741,35.0015,16.5908,47.04,33.9951,27.779,8.4684,5.6411,,11.5385,36.2675,18.9127,33.6074,37.6645,,24.5266,5.4281,,24.1804,24.8204,35.8198,63.1216,30.4598,21.592,14.0413,31.1988,29.951,,49.1062,5.2785,16.9271,,88.8355,
2010-11-24,,40.7239,14.8488,50.2494,34.8011,39.6065,40.3029,36.6441,17.1488,48.4449,34.5698,27.7505,8.4327,5.6918,,11.603,36.7865,18.9847,33.7682,38.4436,,24.8884,5.57,,25.4134,24.999,36.6558,63.6076,32.3769,21.6475,14.2415,31.2693,29.6531,,50.0865,5.2353,17.0558,,92.8294,
2010-11-25,,41.5723,14.8573,50.312,35.1036,39.8065,40.6691,37.1275,17.2909,49.0747,34.7279,27.7576,8.3386,5.6935,,11.7139,37.113,19.1026,34.2465,38.2448,,25.0894,5.7433,,25.3597,25.9471,36.7937,63.6648,34.0184,21.9483,14.2615,31.4263,30.0006,,50.7616,5.0965,17.4335,,94.845,
2010-11-26,,41.3148,14.7894,49.5143,34.6172,39.7237,40.6468,36.7246,17.3503,48.4934,34.7027,27.2975,8.3743,5.6798,,11.6804,37.5901,19.4163,34.2264,38.5207,,24.751,5.8037,,25.1693,25.9513,37.4165,63.3503,33.1173,21.6012,14.3515,31.3398,30.2033,,50.4094,4.9827,17.0433,,95.0689,
2010-11-29,,40.6733,14.628,48.7565,33.3894,38.6617,39.8607,35.7887,16.9163,46.8947,33.873,26.4773,8.2121,5.6217,,11.5024,36.9414,19.0192,33.4024,37.9486,,24.2887,5.7569,,24.3147,25.7983,37.3747,62.6356,32.0727,21.194,14.1414,30.8207,29.7069,,49.6169,4.9736,16.2588,,92.7921,
2010-11-30,,40.821,14.6365,48.1469,34.1071,38.5858,39.9501,35.9065,17.5415,48.2915,33.4706,26.1028,8.0078,5.6217,,11.4018,37.226,18.9962,33.6476,38.3422,,24.0609,5.8164,,24.3537,25.5687,37.5335,61.1776,33.2493,21.1894,14.0413,30.7374,29.7358,,49.4819,5.2012,16.1177,,92.4188,
2010-12-01,,42.2391,14.7766,48.9901,35.1511,39.4341,40.0438,37.7473,17.929,48.6952,34.0885,26.8696,8.0694,5.7266,,11.5669,37.9836,19.2321,35.1067,39.2795,,24.875,5.9855,,25.3646,26.2404,38.6202,62.2354,35.3191,21.9159,14.1864,31.1988,29.9799,,51.7126,5.1761,16.6905,,95.4049,
2010-12-02,,42.2054,14.9083,49.8676,35.5604,39.3789,40.2716,39.5448,18.6756,51.3516,34.8572,27.6185,8.0921,5.7066,,11.6159,38.3226,19.4509,36.6985,38.9265,,25.4747,6.0993,,26.1215,26.1682,39.3935,63.2931,37.1072,21.666,14.1114,31.2052,30.0337,,53.01,5.1875,17.2011,,97.1592,
2010-12-03,,41.5005,14.8488,49.1155,35.1096,39.3927,39.8563,39.4767,18.6627,52.8776,35.3277,27.7398,8.1408,5.6747,,11.4895,37.7659,19.1026,35.6373,38.9468,,25.0391,6.2701,,26.3462,25.8706,39.8365,63.4647,37.2567,21.7216,14.1364,31.1219,30.3357,,52.6578,5.2103,17.2882,,100.8918,
2010-12-06,,41.2684,14.7087,48.7907,35.6019,39.7099,40.7182,38.9312,18.5981,53.9676,35.0188,27.3011,8.0986,5.612,,11.4844,37.5399,19.0077,35.7981,39.17,,24.9721,6.4315,56.0284,26.185,25.9258,41.0068,63.1216,37.7741,21.9159,14.2014,30.9457,30.2943,,52.8691,5.233,17.3588,,101.8249,
2010-12-07,,42.0956,15.1334,49.0984,36.2722,40.0823,41.5847,39.6564,18.6007,53.1522,34.8248,27.2405,8.0078,5.6166,,11.5308,37.1799,18.7113,36.8592,38.0257,,25.1262,6.2098,,26.4438,25.6537,41.1615,63.5218,39.4242,22.5314,14.3165,31.0194,30.6129,,53.7673,5.3354,17.2633,,102.1982,
2010-12-08,,41.9352,15.7153,50.1924,36.1713,40.4272,41.2586,38.3672,18.4069,52.2398,34.8392,27.5044,8.1278,5.6194,,11.5566,37.2678,18.999,36.9959,37.4211,,25.7762,6.2064,,26.0092,25.8025,40.1249,64.1508,37.1934,22.0964,14.6968,31.0674,30.3357,,53.4151,5.233,16.7694,,96.4873,
2010-12-09,,42.9313,15.3755,51.7764,35.8214,40.1927,41.4194,37.3135,18.3785,48.8244,35.3816,28.1036,8.2154,5.6474,,11.652,37.1506,18.7516,37.5386,36.8895,,26.7377,5.9226,,26.0287,25.8068,39.4562,65.1799,35.6583,22.4157,14.6368,31.6699,30.4681,,52.693,5.2535,16.5286,,92.7174,
2010-12-10,,42.5008,15.2608,51.5941,35.8866,40.0617,39.2757,38.7515,18.5025,50.2293,35.8737,28.3853,8.2738,5.636,,11.6649,37.1046,18.7228,36.9035,36.9788,,26.6003,6.1257,,26.7954,25.9641,39.7947,65.3514,37.9466,22.3972,14.7619,31.641,30.5301,,53.0863,5.572,15.9807,,96.3007,
2010-12-13,,42.7794,15.2056,51.6624,35.9993,39.5168,38.4628,39.3217,18.5232,50.0921,36.3443,28.5743,8.3257,5.6092,,11.7603,36.933,18.7055,37.7194,36.7799,,26.7042,6.1053,,26.7417,25.8365,39.2639,65.1799,38.6308,22.5591,14.6368,31.8718,30.7246,,53.374,5.572,16.6075,,98.0923,
2010-12-14,,42.7118,15.2311,51.7821,36.1536,39.3306,39.0345,38.7205,18.6549,49.5107,36.5167,28.6492,8.29,5.6303,,11.8119,37.0837,18.7055,37.7435,37.3521,,26.8985,5.9812,,26.4243,25.9301,39.1134,65.2371,37.4809,22.6702,14.8019,32.0512,30.89,,53.4972,5.4605,16.1883,,96.226,
2010-12-15,,42.4333,15.0272,51.3832,36.4857,39.2617,36.7969,38.7329,18.7531,48.8083,36.4161,28.1642,8.1992,5.5944,,11.6288,36.7447,18.576,37.7516,37.1938,,27.3374,5.9303,,26.3217,25.8791,39.5397,64.9512,37.6591,22.4805,14.862,31.7051,30.8611,,54.7066,5.8018,16.5867,,96.3007,
2010-12-16,,42.6021,15.1589,51.3946,36.6162,39.0824,36.7925,38.925,18.9184,48.3965,37.4003,28.314,8.2867,5.6081,,11.5669,36.4642,18.4551,38.2661,37.2831,,27.2335,5.9838,,26.5708,25.76,39.8449,65.1513,36.4977,22.5915,14.7769,31.782,30.9438,,54.73,6.0293,16.7196,,94.1358,
2010-12-17,,42.6105,14.9932,51.2237,36.0824,38.9306,37.4088,38.3982,18.8357,46.9431,37.6446,28.3889,8.17,5.5123,,11.554,36.0457,18.0753,38.7726,37.3156,,27.267,5.9889,,26.2143,25.5517,39.3809,63.8077,35.6813,22.698,14.7369,31.4103,31.4361,,54.231,6.0248,16.4456,,90.9258,
2010-12-20,,43.4546,15.0952,51.5086,36.2129,38.8824,36.7835,39.1419,19.0321,47.9766,37.5656,28.1178,8.1862,5.51,,11.6262,36.0038,17.9889,37.9325,37.8674,,27.3809,5.9923,,26.312,25.4837,39.5815,64.7797,35.7905,22.9108,14.7018,31.6603,31.1879,,55.3347,6.0066,16.6656,,94.2478,
2010-12-21,,43.3955,15.3628,51.9245,36.6044,39.1237,36.3592,40.1647,19.0398,48.9294,37.8027,28.2676,8.2056,5.5488,,11.7191,36.3219,18.1443,38.5314,37.6564,,27.5719,6.062,,26.6929,25.692,41.057,65.8374,36.653,22.897,14.6068,31.8013,31.6719,,55.3758,6.0748,16.6282,,96.4127,
2010-12-22,,42.6949,15.3245,51.6339,36.545,39.1513,36.7076,39.8981,19.2827,49.0505,37.9176,28.1178,8.2348,5.51,,11.8274,36.234,18.0523,37.8842,37.8999,,27.726,6.1597,,26.5317,25.6622,42.2398,65.866,36.5437,22.4805,14.7869,31.9166,31.6223,,55.1879,6.2091,16.6116,,96.9352,
2010-12-23,,42.2898,15.1801,51.3946,36.4323,38.9789,37.0649,39.2101,19.5178,49.6561,37.7524,28.1963,8.2738,5.5232,,11.8274,36.4224,18.1443,37.5787,37.9121,,27.1832,6.0874,57.5546,26.4048,25.76,42.0894,65.8088,35.9228,22.7674,14.7369,31.9262,31.7422,,55.6399,6.3251,16.6033,,95.6288,
2010-12-27,,41.7242,15.401,50.9331,35.9815,38.5306,37.0292,36.706,19.5565,47.5083,37.4937,28.0073,8.2381,5.4986,,11.7758,36.4684,18.2307,37.7275,37.7497,,27.2167,5.9328,,25.1839,25.624,42.3903,65.7231,34.1519,22.5406,14.6118,31.7885,31.6884,,55.3934,6.2796,16.6905,,91.0751,
2010-12-28,,41.7875,15.1674,51.087,35.9459,38.4272,37.0917,36.1048,19.4067,48.0412,37.5728,28.1285,8.2575,5.4958,,11.7939,36.5396,18.2997,38.0772,38.0581,,27.1162,5.9583,,25.1497,25.7813,41.9305,65.9232,34.5372,22.5545,14.8369,32.0288,31.7546,,55.3934,6.341,16.7113,,90.5152,
2010-12-29,,41.9015,15.2014,51.1097,36.3908,38.5237,37.4311,36.3961,19.4015,47.8878,37.6518,28.1285,8.264,5.5294,,11.8403,36.3721,18.3084,38.1857,37.6767,,27.1933,5.971,57.5546,25.0618,25.8493,42.1144,65.7231,34.6694,22.6286,14.8169,32.1409,31.767,,55.6223,6.3035,17.0018,,92.4561,
2010-12-30,,41.2684,15.333,50.671,35.4121,38.1375,37.0917,36.4767,19.7115,47.7506,37.2136,27.8896,8.2381,5.5015,,11.83,36.188,18.058,37.7034,37.766,,26.8918,5.9158,,24.7737,25.4454,42.3067,64.8655,34.3014,22.9525,14.6418,31.9743,31.523,,54.4189,6.2455,17.0392,,90.6272,
2011-01-03,,41.3106,15.0994,51.1211,35.8392,37.841,36.8952,38.0882,19.2775,48.7033,37.8529,28.2177,8.3646,5.5345,,11.8867,36.0247,17.9112,38.2661,37.4008,,27.3709,6.1316,,25.2523,25.6112,42.1144,65.6659,39.3782,22.8183,14.922,32.3012,31.6181,,55.1586,6.2364,16.732,,95.2556,
2011-01-04,,40.8506,15.1971,51.275,34.8782,37.4479,37.3105,37.6482,19.479,49.1232,38.9521,28.8882,8.3938,5.51,,11.9434,35.8741,17.5947,37.9767,37.348,,27.0593,5.9642,,25.389,25.709,42.0225,65.2657,39.338,22.226,14.917,32.6729,31.5974,,54.1195,6.3024,16.483,,96.338,
2011-01-05,,40.0487,15.6049,51.1553,34.3385,37.372,38.2976,37.2081,18.8642,47.686,38.4133,29.6443,8.3743,5.4804,,11.8222,35.6397,17.3443,36.6904,37.0153,,26.9822,5.9642,,26.1752,25.8876,41.9472,64.6082,39.0102,22.1658,15.0371,32.9869,31.5395,,53.28,6.3479,16.3584,,93.8745,
2011-01-06,,40.0529,16.106,51.953,34.3681,38.4272,38.0385,37.1275,18.5361,46.7332,38.715,29.7299,8.4586,5.571,,11.8119,36.4182,17.517,36.5819,37.279,,27.6288,5.9727,,26.6636,25.8535,42.0058,65.1799,38.2686,21.9715,15.1272,32.9549,31.585,,52.828,6.3217,16.4954,,93.2027,
2011-01-07,,40.1373,16.225,51.7536,33.8699,38.2755,37.574,36.7618,18.4973,46.6686,38.2912,29.252,8.4489,5.6166,,11.6855,36.3638,17.8422,36.5417,37.3156,,27.6188,5.9761,,26.6294,25.9471,42.7163,64.8083,40.1774,21.8789,15.0021,32.6601,31.5023,,52.6695,6.3729,16.3543,,95.4422,
2011-01-10,,39.8967,16.2802,51.3035,33.68,37.4479,37.2078,36.2412,17.9031,47.2257,37.5728,28.7384,8.3484,5.514,,11.5282,36.0959,17.6839,36.602,36.7475,,26.4429,5.7884,,26.3266,25.7345,43.2262,63.579,39.9704,21.3051,14.8119,32.2179,30.981,,52.1294,6.3592,16.7943,,94.6957,
2011-01-11,,40.5593,17.0065,50.9673,33.8521,37.4617,36.8148,36.9788,18.084,49.1151,37.9894,28.8775,8.4002,5.4861,,11.5772,35.8782,17.8767,38.0892,38.2123,,26.8315,6.0857,,26.8443,25.6495,43.2346,63.4647,41.4825,21.393,14.947,32.4037,31.9532,,53.7027,6.3479,16.9603,,97.943,
2011-01-12,,41.0363,17.2783,52.4203,34.7418,38.5858,36.9711,36.768,18.5412,49.0586,39.1964,30.1293,8.5851,5.5271,,11.8712,36.2131,18.0436,39.3835,38.7642,,27.5384,6.1401,57.3253,26.8003,25.7303,44.0538,63.9792,42.0172,21.4532,14.932,33.2433,32.309,,54.6302,6.25,17.7365,,97.3831,
2011-01-13,,40.2301,17.2698,54.1296,34.6528,38.2893,36.7076,35.7515,18.6007,48.0412,39.1317,30.5644,8.637,5.4986,,12.1833,36.0038,17.6954,38.0732,38.4396,,27.927,6.141,,26.8443,25.7175,45.1405,64.0936,41.7872,21.7262,14.7369,33.9547,33.4259,,54.0725,6.1613,17.7946,,93.8372,
2011-01-14,,39.6646,17.5756,54.3632,34.1486,38.2065,36.3548,36.5325,19.2465,47.9847,40.8703,30.8569,8.6597,5.489,,12.2968,35.8364,17.4422,38.2621,38.3909,,27.7394,6.2361,,27.3229,25.5007,45.5585,64.1793,43.1441,21.43,14.3115,34.1405,33.2439,,53.462,5.9599,17.8195,,93.8745,
2011-01-17,,39.4831,17.788,54.3005,33.8995,38.1375,36.3726,36.2908,18.7195,48.0816,40.4033,30.6464,8.637,5.4411,,12.3612,35.556,17.4882,37.9928,38.5329,,27.6925,6.282,,27.7819,25.4156,45.1238,65.2943,42.0862,21.3282,14.2815,33.9419,33.8065,,53.7732,5.9156,17.8195,,92.7547,
2011-01-18,,39.7026,18.2,54.9558,34.0537,38.7582,36.386,36.4147,18.704,49.3331,40.9062,31.0209,8.8478,5.4736,,12.6114,35.196,17.4825,38.668,38.2651,,27.5417,6.6193,,28.5486,25.4411,44.9232,65.1227,43.0349,21.6198,14.3265,34.4097,33.579,,53.6616,6.0066,17.7656,,91.7843,
2011-01-19,,38.9935,17.8984,54.6823,33.1877,38.3444,35.725,35.8631,18.239,48.235,40.5182,31.028,8.7181,5.4736,,12.5547,35.0788,17.4652,38.9494,37.8593,,27.1732,6.4035,54.4072,27.8747,25.743,43.3015,65.3514,41.0973,21.3652,14.0163,34.179,33.5666,,53.8142,6.2114,17.4833,,90.8138,
2011-01-20,,38.2212,17.5841,55.1609,33.0098,37.5238,35.5196,34.4065,18.208,46.9674,39.5771,31.0566,8.7084,5.5402,,12.8487,35.0788,17.3904,38.3023,37.137,,27.133,6.2072,,27.0396,25.4284,42.3903,65.2657,39.0505,20.5277,13.9212,35.1724,33.3018,,53.2155,6.3274,16.786,,86.6333,
2011-01-21,,37.7738,17.3293,55.6965,33.597,37.5582,35.6402,34.5243,18.3707,46.9754,41.1648,31.5808,8.7992,5.6639,,12.9312,34.4259,17.2378,38.2982,36.2768,,27.1196,6.1766,,26.7515,25.6835,42.3652,66.009,39.016,20.6619,13.711,35.4159,33.2025,,54.2134,6.291,16.7777,,85.1029,
2011-01-24,,38.1536,17.4567,56.1068,33.1759,37.3582,35.8903,34.2329,18.115,45.732,41.1289,31.6201,8.7862,5.6787,,12.9518,34.4091,17.2983,38.2822,36.4918,,27.7293,6.135,,26.6245,25.6282,42.6327,66.4664,37.8316,20.995,13.706,35.0827,33.4838,,55.094,6.3024,16.9105,,86.3347,
2011-01-25,,38.4195,17.6691,55.5541,33.2886,37.5858,35.7876,34.7598,18.0633,45.8612,41.1433,31.1243,8.6889,5.6457,,12.7661,35.2295,17.3386,38.1978,36.4066,,27.3608,6.4315,,26.9615,26.2744,42.2482,65.6659,36.9117,20.8794,13.721,34.3905,33.5624,,54.9531,6.3479,16.8939,,85.3642,
2011-01-26,,39.1666,17.6606,55.366,33.941,38.0203,35.8858,35.299,18.0969,47.6375,41.057,30.8676,8.7213,5.6138,,12.5315,35.2086,17.7242,38.8931,36.788,,27.4814,6.5343,52.6912,27.4791,26.3382,43.5272,65.38,39.522,21.1015,13.7711,33.9739,34.0258,,56.966,6.4332,17.1637,,88.1637,
2011-01-27,,38.7276,18.1915,57.4913,34.0537,37.5927,35.8233,35.5222,18.27,48.2269,40.8415,31.0994,8.7376,5.6189,,12.6011,35.4471,17.8796,39.4157,36.1956,,27.7695,6.5972,,27.2984,26.5891,44.2879,65.7803,39.154,21.0136,13.661,33.9739,34.5553,,57.3529,6.2,17.2592,,88.1263,
2011-01-28,,38.6137,18.3869,57.178,33.3894,36.9376,35.7295,35.392,18.3294,47.3549,40.8343,31.1208,8.6759,5.5437,,12.6114,35.828,18.2738,38.6922,36.1713,,27.5618,6.5717,,26.7613,26.334,43.4937,65.4658,39.6714,21.0043,13.4158,33.7368,34.8738,,56.694,6.1886,17.0433,,89.8807,
2011-01-31,,38.3984,17.9409,57.8047,33.3241,37.1444,35.7474,34.7598,17.8825,46.4264,39.7711,30.7927,8.6857,5.5488,,12.5598,35.7736,18.3256,38.3706,36.1469,,27.3742,6.5598,,26.0873,26.5721,42.9922,65.4086,39.0045,21.1385,13.4708,33.7176,34.9318,,56.5973,6.1431,17.1637,,88.089,
2011-02-01,,38.7867,17.8262,60.5397,34.4037,37.3651,36.5066,35.0263,18.084,47.25,40.2309,31.2991,8.7246,5.6155,,12.7816,36.3554,18.2192,38.3465,36.9869,,28.071,6.6456,,26.0287,26.6443,42.5658,65.7803,39.7117,21.0506,13.4959,34.32,35.2048,,57.498,6.0521,17.5995,,88.201,
2011-02-02,,38.7994,17.6521,60.3972,34.4274,37.4824,36.8103,35.0015,17.8566,47.8959,40.7553,31.6843,8.6727,5.6599,,12.7404,36.7488,18.576,37.4582,36.9747,,28.3022,6.7714,,25.6381,26.9419,42.0308,67.0953,37.8719,21.2033,13.1756,34.4033,35.5854,,56.6396,6.0908,17.4916,,86.4467,
2011-02-03,,38.9809,17.6266,60.0554,34.2673,37.3513,36.98,35.5346,17.7998,47.8151,40.5182,32.1693,8.6857,5.6753,,12.7326,37.1465,18.4149,37.434,36.715,,28.3156,6.8164,,25.8871,27.095,42.5742,66.9238,38.3778,20.8979,13.5109,34.4354,35.4695,,56.6094,6.1169,17.392,,86.596,
2011-02-04,,38.8374,17.2443,60.3403,34.0181,37.8272,37.382,35.2371,18.1873,47.5971,40.8487,32.9789,8.6954,5.7351,,12.6475,37.3725,18.1012,38.5756,36.4066,,28.6272,6.8223,,25.7309,27.1333,43.0925,68.7248,38.1421,20.9071,13.5059,34.2431,35.7509,,56.3615,5.9838,17.5165,,86.1107,
2011-02-07,,40.2512,17.6691,60.4542,34.6706,37.5858,37.0872,36.4767,18.6342,47.6375,40.8703,33.3962,8.9095,5.7323,,12.7094,37.4897,18.0292,38.4992,36.4959,,28.8181,6.9668,,26.185,27.4606,43.0674,70.0398,38.0616,21.1385,13.731,34.2239,36.0322,,56.8209,6.0066,17.7531,,88.8355,
2011-02-08,,40.4792,17.9409,61.0525,34.2198,38.3444,37.6053,38.175,18.7169,49.6561,41.2726,33.5638,8.9127,5.7066,,12.6062,37.5859,17.6522,38.8931,36.6257,,28.5769,7.0263,,26.9957,27.4224,43.059,70.3257,39.5277,21.157,13.671,34.0252,35.9163,,56.8451,6.0293,17.1845,,91.7469,
2011-02-09,,40.0065,17.7668,60.5967,34.2969,38.1375,37.2301,37.9891,18.6162,50.5442,41.9694,33.4033,8.89,5.7009,,12.7404,38.1217,17.6638,38.9333,36.0171,,28.6473,6.9158,,26.8736,27.1588,42.7581,69.8111,39.6772,21.0274,13.6059,34.0957,35.8046,,56.7726,6.1659,16.8109,,92.1202,
2011-02-10,,40.3905,18.0598,60.3403,34.7181,38.4134,37.0113,38.2494,18.549,51.5212,43.8948,32.8184,8.877,5.6696,,12.7816,38.716,17.7702,39.4559,35.6884,,28.4764,6.9107,,27.0933,27.1375,42.3234,70.0684,39.5909,21.0506,13.711,34.2879,36.1563,,56.6396,6.1704,16.7154,,93.24,
2011-02-11,,40.9308,18.4633,60.6821,34.4274,38.3306,37.0917,39.1358,18.5645,51.9733,44.2683,32.9325,8.8219,5.6411,,12.7816,38.423,17.9717,39.8337,36.086,,28.5769,6.9668,,27.5963,26.8271,42.9169,69.7825,39.9014,20.6248,14.1664,34.2687,36.7065,,57.232,6.39,16.6033,,95.7035,
2011-02-14,,41.6567,18.3869,59.9984,35.2875,38.572,37.0828,39.3217,18.7298,51.4727,44.06,32.6472,8.8284,5.6371,,12.7842,39.1639,18.4782,40.0106,36.4026,,28.5099,6.9897,,27.6256,26.8527,43.7779,69.611,40.1486,20.3888,14.3015,34.0636,36.9588,,57.4315,6.6778,16.8109,,94.5464,
2011-02-15,,40.8126,18.6035,60.6821,35.9222,38.6203,37.9626,38.4168,18.7815,50.9318,42.9967,33.4532,8.89,5.6411,,12.761,39.9926,18.648,39.9704,37.2019,,28.3826,6.8572,,27.3375,26.8484,43.059,69.9826,38.4985,19.8197,14.6568,33.8778,36.2762,,57.3287,6.6778,16.8316,,91.2617,
2011-02-16,,40.7451,18.9433,61.4798,35.768,38.9031,38.2082,38.2184,18.7815,51.0771,42.2712,34.623,8.9516,5.6981,,12.6269,39.7457,18.1875,40.927,36.9666,,28.3759,6.8869,,26.1459,26.8442,43.059,71.2119,38.9585,19.7225,14.5567,33.3586,36.7768,,58.5739,6.7665,16.703,,91.8216,
2011-02-17,,40.7704,18.6247,61.138,36.1654,39.0203,38.6102,37.8341,19.634,50.5038,41.5887,34.1344,8.9613,5.677,,12.73,39.8963,17.9803,41.2084,36.715,,28.9957,6.8274,,25.8676,26.6103,42.3736,71.5836,38.1766,19.852,14.6118,33.4676,36.8264,,58.8097,6.6437,16.7196,,90.3659,
