,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose,adjclose
,1COV.XETRA,ADS.XETRA,AIR.XETRA,ALV.XETRA,BAS.XETRA,BAYN.XETRA,BEI.XETRA,BMW.XETRA,BNR.XETRA,CON.XETRA,DB1.XETRA,DBK.XETRA,DPW.XETRA,DTE.XETRA,DTG.XETRA,EOAN.XETRA,FME.XETRA,FRE.XETRA,HEI.XETRA,HEN3.XETRA,HFG.XETRA,HNR1.XETRA,IFX.XETRA,LIN.XETRA,MBG.XETRA,MRK.XETRA,MTX.XETRA,MUV2.XETRA,PAH3.XETRA,PUM.XETRA,QIA.XETRA,RWE.XETRA,SAP.XETRA,SHL.XETRA,SIE.XETRA,SRT3.XETRA,SY1.XETRA,VNA.XETRA,VOW3.XETRA,ZAL.XETRA
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,,32.2325,11.8926,47.9955,25.6188,37.7635,40.8084,19.7111,,30.7827,40.4519,32.5742,8.7617,5.563,,14.2635,31.1827,12.5341,39.3626,29.6242,,21.0751,3.4868,43.5274,18.3373,27.2739,32.1321,58.7631,24.8593,22.1349,15.7927,41.8574,26.8744,,37.1309,3.7233,12.533,,46.8195,
2010-01-05,,33.2496,11.8077,48.1418,25.2304,37.0738,40.5931,19.871,,32.7084,40.3692,33.0998,8.7743,5.5158,,14.2732,30.2188,12.2463,39.6432,29.1078,,21.7308,3.6006,,18.1859,27.0732,32.0708,58.8716,25.6648,22.0613,15.5525,41.5904,26.6337,,37.1536,3.6006,12.537,,45.9121,
2010-01-06,,32.9817,11.8884,48.5159,25.3903,36.8395,40.5624,20.1785,,32.9224,39.8725,32.7536,8.8714,5.3793,,14.2147,30.157,12.1825,40.0841,29.36,,21.1697,3.5522,,18.1908,27.0564,31.9605,58.4918,26.1692,21.7076,15.7777,41.5114,27.1069,,37.2897,3.6341,12.9409,,47.1824,
2010-01-07,,33.2705,11.9903,47.9575,25.2218,36.3574,40.1538,20.3568,,37.1411,39.1689,32.9011,8.8526,5.277,,14.0978,29.9676,12.1655,40.5411,28.9116,,20.6023,3.4936,,17.932,27.6253,31.9932,58.6274,27.6798,21.5973,15.7827,41.3354,27.8249,,37.7321,3.5315,12.852,,47.7269,
2010-01-08,,33.1491,12.1857,47.6973,25.1447,36.036,38.994,20.0832,,37.8274,38.5273,34.0997,9.0626,5.3059,,14.244,29.7616,11.9103,41.006,28.6074,,20.5203,3.5514,,18.037,27.345,31.9973,58.5189,27.5164,21.3309,15.6826,41.2747,28.0207,,37.9703,3.5449,12.9732,,48.2422,
2010-01-11,,33.3584,12.2834,47.1607,24.8648,36.0293,39.7233,19.7849,,35.9704,38.8101,33.6895,9.0124,5.3426,,14.3073,30.1982,11.9245,41.2866,28.4833,,20.741,3.4494,,18.1664,27.4412,32.3283,58.736,27.717,21.1333,15.5825,41.7603,28.2899,,38.0667,3.9217,12.9247,,48.5979,
2010-01-12,,32.3078,11.9776,46.9601,23.9794,35.6878,38.4448,19.2098,,32.9789,37.9409,32.8177,8.8056,5.3006,,14.0685,30.0705,11.8536,40.1563,28.8236,,20.7536,3.3857,,17.7171,27.1736,31.5354,58.8987,26.9718,20.7336,15.3924,41.3354,28.0166,,37.6017,3.9685,12.8601,,47.3276,
2010-01-13,,31.8976,11.9649,47.0414,24.205,36.344,38.357,19.3267,,34.0729,37.9892,32.2665,8.9247,5.3321,,13.9711,30.4001,12.2449,40.8136,29.2719,,20.741,3.4927,,17.6707,27.1861,31.4414,58.953,27.1552,20.7198,15.6376,41.2444,28.3062,,37.9419,3.8637,13.0459,,46.0936,
2010-01-14,,32.5422,12.0965,46.5481,24.2536,36.6855,38.4624,19.6127,,33.9034,37.4167,32.2793,8.8087,5.3374,,13.937,30.7255,12.4774,41.2065,29.8644,,20.8891,3.5361,,18.1176,27.299,31.1799,58.5732,27.5938,21.092,16.113,41.6814,28.8406,,38.1121,3.9016,13.4821,,46.0936,
2010-01-15,,32.5757,12.1815,45.9518,23.7424,35.5807,37.4959,19.4528,,32.8537,36.8993,31.0871,8.5988,5.2665,,13.5739,30.4248,12.6717,40.0841,29.8124,,20.8072,3.4375,,17.8197,27.7256,30.9796,57.5965,27.4304,21.4136,16.173,41.3476,27.8208,,37.6754,3.8459,13.264,,44.6128,
2010-01-18,,32.7892,12.5043,45.9627,24.1736,36.2904,38.5239,19.7418,,33.9195,37.0855,31.2602,8.6897,5.2109,,13.7713,30.4825,12.5512,40.0841,29.9365,,20.8387,3.4401,,18.1249,27.4161,31.4414,58.8174,27.5766,21.579,16.2331,41.1351,27.6862,,37.8739,3.8414,13.264,,44.7362,
2010-01-19,,32.5213,12.6359,46.1741,24.4821,36.7122,39.095,19.9448,,34.0729,37.9271,31.5422,8.7367,5.298,,13.9881,31.1127,12.761,39.5109,29.9565,,20.8545,3.4129,,17.9271,27.7131,31.8542,60.0925,27.3157,21.7673,16.4733,41.5054,28.0452,,38.2992,3.779,13.264,,44.0611,
2010-01-20,,31.973,12.5595,45.0249,23.6795,35.9489,38.1637,19.5573,,32.9829,37.2442,30.8948,8.4734,5.2329,,13.6592,30.9068,12.9865,38.0478,29.7043,,20.6212,3.401,,17.3826,28.3028,32.2384,59.3871,26.5992,21.3309,16.3532,40.8013,27.7392,,37.3464,3.7567,12.8359,,43.1901,
2010-01-21,,31.0396,12.2282,44.3961,23.3654,34.2014,37.7419,19.1606,,32.8336,36.2715,30.1257,8.2854,5.1831,,13.4935,30.6884,13.0503,36.7331,29.9045,,20.4384,3.3135,,16.9748,27.7382,31.5681,59.2243,25.7966,20.582,16.0279,40.8802,27.2415,,36.7226,3.779,12.6743,,42.1376,
2010-01-22,,30.8889,12.0243,44.1196,23.114,34.4357,37.5047,18.8808,,33.2171,35.1126,28.8629,8.1883,5.1479,,13.418,30.7873,12.9737,36.0677,29.368,,20.6464,3.1996,,16.6916,27.4245,30.3543,59.4142,24.9367,19.8929,15.9628,40.7102,27.0009,,36.7396,3.7065,12.7713,,41.31,
2010-01-25,,31.0606,11.8629,43.8865,22.8598,33.7327,37.3729,18.5364,,32.4581,35.1264,28.8437,8.1319,5.1012,,13.1524,30.1859,12.7667,36.4204,28.8076,,20.5834,3.2455,,16.3595,27.4203,30.4319,58.8716,24.6329,20.6417,15.9328,40.0729,26.6337,,36.6375,3.5839,12.9247,,41.4843,
2010-01-26,,31.0564,11.9266,44.022,22.7999,34.1746,37.7815,18.6071,,32.6236,33.9744,28.5264,7.9908,5.1012,,13.1792,30.3259,12.5909,36.8373,28.9437,,20.7725,3.3118,43.6667,16.5353,27.734,30.4891,59.577,24.7819,20.8117,15.9128,40.0486,26.6949,,38.5204,3.6374,13.1267,,41.9561,
2010-01-27,,30.9015,11.693,43.9082,23.0455,34.0206,37.4476,18.1982,,31.6547,33.4294,28.1675,7.947,5.0697,,13.2157,30.1076,12.5625,34.6246,29.1038,,21.0215,3.2421,,16.0787,27.2488,30.6567,59.6041,24.2402,20.605,15.9929,39.8483,26.7194,,38.9038,3.7233,12.9247,,40.7874,
2010-01-28,,30.3783,11.6633,43.133,22.8627,32.9962,37.1049,18.1736,,31.683,32.9293,28.0425,7.831,4.9369,,12.9234,29.741,12.5625,34.0154,29.1518,,20.8482,3.3169,,15.7833,26.634,31.4169,59.1972,23.9135,19.8469,15.8828,38.7679,26.2543,,37.6957,,12.7147,,41.0124,
2010-01-29,,30.8973,12.088,43.5938,23.5481,33.1267,37.1445,19.0407,,32.2966,32.8017,28.4431,7.9219,4.9107,,12.9916,30.1818,12.5682,35.0896,29.5322,,21.0562,3.4146,,16.3229,26.9812,30.5913,58.8716,23.5666,20.3293,15.8027,38.9925,26.9886,,37.7712,3.7701,13.0257,,42.5368,
2010-02-01,,31.0271,12.1347,43.6318,23.8366,33.2171,37.1445,19.1053,,33.3624,33.088,29.2636,8.0284,4.9385,,13.0744,30.223,12.5115,34.773,29.0277,,21.2516,3.5751,,16.3937,26.8222,30.7466,59.3328,23.8479,20.0261,15.7327,39.4416,27.4006,,37.7828,3.7701,13.2883,,44.0031,
2010-02-02,,30.9517,12.4363,44.0112,23.9908,33.4782,36.8721,19.1729,,33.3301,33.7674,29.9013,8.2384,4.9542,,13.2133,30.5896,12.4803,35.6989,28.9156,,21.6047,3.6898,42.506,16.4889,26.9017,31.3229,59.0073,24.6026,19.9664,15.8077,39.909,27.572,,38.3927,3.7868,13.264,,44.3079,
2010-02-03,,30.3699,12.3938,43.5884,24.0651,32.9392,37.0961,19.2037,,33.1848,32.5878,29.3661,8.1005,4.9028,,13.0574,30.4742,12.4859,35.4103,28.6915,,21.0026,3.5853,,16.7697,26.818,30.5627,58.5732,24.3759,19.1486,15.6726,39.3263,27.78,,38.0267,3.8013,13.3448,,44.6419,
2010-02-04,,29.7672,12.0965,42.9813,22.9941,32.3735,36.7227,18.6563,,31.5134,32.4878,28.1258,7.7809,4.8493,,12.7918,29.844,12.3966,34.1517,28.1911,,20.4258,3.4919,,16.1642,26.5629,30.5586,58.0035,23.6183,19.0246,15.6476,38.5008,27.572,,36.6211,3.7233,12.9086,,43.9886,
2010-02-05,,29.445,11.9776,42.0706,22.5228,31.349,36.2658,18.4011,,30.492,31.6359,27.6804,7.6085,4.8341,,12.475,29.7534,12.2364,33.2057,28.2591,,19.6724,3.3636,,15.7833,26.1614,29.0587,57.6508,22.9755,18.5743,15.1872,38.0274,27.2375,,35.8196,3.6787,12.2624,,43.0014,
2010-02-08,,29.3026,11.8926,42.3416,22.8598,31.8412,36.8238,18.2105,,29.3899,31.8049,27.6259,7.6524,4.9186,,12.6456,29.9717,12.51,33.6185,28.6674,,19.332,3.3627,,16.2667,26.4082,28.8543,58.3561,22.3556,18.9005,15.2523,38.5919,26.5644,,36.7254,3.5717,12.5047,,42.5731,
2010-02-09,,29.7379,11.7185,42.5639,22.857,32.032,36.7886,18.2197,,29.9269,32.1739,28.4111,7.6367,4.9028,,12.6164,29.8975,12.3512,34.0715,29.0237,,19.2942,3.3814,,16.2741,26.3496,29.7535,57.9492,21.9481,19.3921,15.1122,38.4826,25.9076,,36.972,3.701,12.4239,,41.6802,
2010-02-10,,29.9807,11.8035,42.9271,23.094,32.3701,37.0039,18.2443,,29.9309,32.4395,29.2796,7.6743,4.9584,,12.631,30.0417,12.4987,32.9652,28.9997,,19.9183,3.3993,,16.423,26.1865,31.0409,58.6003,21.9825,19.2221,15.1422,38.8954,25.8913,,36.9837,3.8927,12.5572,,42.7546,
2010-02-11,,30.2151,11.6463,42.6072,22.9998,32.5174,37.1532,18.1367,,28.0052,31.9014,28.6482,7.5208,4.906,,12.6115,30.3671,12.4321,32.2276,29.1839,,19.8584,3.4494,,16.003,26.3663,31.1145,58.6003,22.0169,19.3416,15.3624,38.5433,25.3855,,37.0248,3.8604,13.0217,,41.4843,
2010-02-12,,30.3239,11.6548,42.7915,22.9626,33.0464,37.6321,17.8353,,26.8223,32.3912,28.2252,7.3296,4.9438,,12.6164,30.4372,12.5115,31.6664,29.296,,19.8552,3.3492,,15.8517,26.6256,30.4483,58.7631,21.2335,19.1348,15.7026,38.8832,25.5446,,36.4789,3.9016,13.0378,,40.693,
2010-02-15,,30.4118,11.5316,43.1385,22.9655,33.043,37.2411,17.62,,26.9879,32.4085,28.2893,7.4268,4.949,,12.7333,30.157,12.605,31.434,29.1879,,19.8584,3.2693,43.8137,15.6319,26.6675,30.293,59.17,20.6969,19.2175,15.5325,38.8043,25.618,,36.837,3.8526,13.0742,,40.5261,
2010-02-16,,30.5374,11.7228,43.8323,23.3282,33.6188,37.4037,18.0844,,26.572,32.6637,29.3373,7.455,4.9894,,12.938,30.26,12.7894,31.438,29.0117,,20.0475,3.3755,,15.9273,26.8013,30.6976,59.3057,21.1072,19.3508,15.6226,39.1321,26.234,,37.1305,3.876,13.2236,,41.1068,
2010-02-17,,30.5164,12.3259,44.4394,23.7338,33.7595,37.7375,18.2135,,27.658,33.8709,29.9558,7.6273,5.012,,13.0062,30.2559,12.7638,32.4561,28.8196,,20.3281,3.474,,16.1349,26.6758,30.9387,59.5499,21.4774,19.7413,15.7277,39.1867,26.4094,,37.7469,3.7478,13.1267,,42.8997,
2010-02-18,,30.9978,12.4915,44.7593,23.9937,33.9938,38.4888,18.0905,,27.545,34.6642,30.3244,7.6775,5.0681,,13.0501,30.7131,13.2133,32.6204,29.2679,,20.4447,3.497,,15.3804,26.977,31.4741,59.8212,21.3282,20.2099,15.8177,39.4841,26.4298,,38.2576,3.6898,13.0055,,43.132,
2010-02-19,,31.3577,12.6274,44.5804,24.0251,34.1545,38.9501,18.7178,,26.7779,34.8781,30.7089,7.7213,5.118,,13.1232,30.709,13.2998,32.388,29.4761,,20.4794,3.5318,,15.7735,27.2948,32.0872,60.2824,21.7931,20.0583,15.9378,39.302,26.8458,,38.3574,3.701,12.7672,,43.6546,
2010-02-22,,31.1066,12.5935,44.6129,23.8766,33.7929,38.6601,18.6102,,26.2693,35.1747,30.6192,7.7276,5.0776,,13.0111,30.9109,13.124,32.5082,29.2239,,20.8639,3.5599,,15.334,26.9686,32.3937,60.7164,21.3167,19.7413,15.9929,39.2292,26.5317,,38.1578,3.6452,12.7551,,44.4676,
2010-02-23,,30.3867,12.7379,44.1955,23.571,33.3711,38.8402,18.2597,,27.3875,34.9816,29.6065,7.6117,4.9868,,12.8454,30.5649,13.0446,31.6344,29.1398,,20.5582,3.4757,,15.2608,24.2584,31.7398,60.7707,21.0584,19.0981,15.9528,38.5433,26.3645,,37.4592,3.7879,12.4522,,44.0539,
2010-02-24,,30.3867,12.5,44.4937,23.2225,33.4782,39.0423,18.1336,,27.1372,35.292,29.8308,7.5615,4.9962,,12.9014,31.8665,13.3253,30.8648,29.1038,,20.6653,3.4299,,15.1118,24.5721,29.3857,61.3675,20.9781,19.043,15.8628,38.428,26.6786,,37.6706,3.8503,12.3633,,44.758,
2010-02-25,,29.9054,12.3089,44.5479,23.4853,33.0631,38.7172,18.0659,,25.9382,34.8091,29.2283,7.2889,4.9333,,12.592,31.3352,13.2147,29.55,28.9116,,20.4857,3.3194,,14.8212,24.0994,29.4061,60.5537,20.7141,18.4273,15.8227,37.4447,26.3563,,36.5845,3.8604,12.5451,,43.974,
2010-02-26,,30.462,12.8865,45.9681,23.5567,32.5877,39.5607,18.3181,,27.2139,35.2368,29.8917,7.4863,4.9595,,12.7455,31.5947,13.5976,30.0029,30.2928,,20.7378,3.4044,,14.9726,24.1747,30.4319,61.666,21.179,19.0751,16.0429,37.8028,26.7275,,36.9778,3.8682,12.642,,43.4078,
2010-03-01,,31.8935,13.0819,46.727,24.0508,33.8197,40.4657,18.724,,26.8869,35.4506,30.5102,7.5709,5.024,,12.9575,32.7851,13.7138,30.3316,30.9133,,20.9049,3.4664,,15.3071,24.8857,31.3352,62.1543,21.598,19.7229,16.3632,38.1973,27.2864,,38.0228,3.8771,12.7309,,43.7708,
2010-03-02,,31.8474,13.1414,47.242,24.0708,34.2282,40.6239,19.2744,,28.0335,36.0646,30.85,7.8154,5.0067,,13.016,33.1106,13.9832,31.466,30.9773,,20.9333,3.5658,43.7673,15.5074,24.9485,31.9155,62.8868,22.1317,20.5636,16.5283,38.3127,27.6332,,38.692,3.9663,12.6461,,44.0611,
2010-03-03,,30.529,13.1329,47.6214,24.1479,34.9446,39.7672,19.4651,,27.9366,36.0508,31.4076,8.0002,5.0172,,13.0549,32.9211,14.1718,31.5863,30.4809,,21.0531,3.5913,,15.6026,25.3584,32.1076,63.2395,22.6253,20.0812,16.5033,38.4219,27.4292,,39.4493,4.0911,13.1065,,45.0846,
2010-03-04,,30.7006,13.2688,47.1444,23.848,34.5964,39.9341,19.4097,,27.5773,36.0577,31.8563,8.0159,5.023,,12.9575,32.9293,14.1987,32.3238,30.8612,,20.927,3.5989,,15.5831,25.4755,32.6389,62.724,22.786,20.3201,16.4833,38.1913,27.6087,,39.009,4.1692,13.0055,,44.5693,
2010-03-05,,30.8973,13.5321,47.7082,24.6192,35.0182,39.5651,19.9048,,29.4707,36.6854,32.6575,8.1538,5.0802,,13.0939,32.7069,14.2073,32.869,30.6651,,21.2453,3.6363,,16.108,25.5131,33.0394,62.9411,23.1591,20.5361,16.4532,38.2398,27.8045,,39.6019,4.2327,13.5346,,46.021,
2010-03-08,,30.7759,13.4599,47.8003,24.6934,34.7102,39.4992,19.6742,,29.5272,36.4095,32.7216,8.0253,5.1154,,13.089,32.6245,13.7776,32.9291,30.7331,,21.321,3.644,,16.1202,25.4964,33.3092,63.9177,22.9439,20.3661,16.4382,38.6101,27.7107,,39.373,4.1268,13.4902,,46.9139,
2010-03-09,,30.7759,13.0904,47.6431,24.722,35.0651,39.4377,19.7603,,29.1638,36.3819,32.8626,8.2039,5.1316,,13.0988,32.851,13.8698,32.5162,30.601,,20.8702,3.6448,45.4319,16.0006,25.4587,33.3501,63.1039,22.898,19.8837,16.4532,39.1381,27.7351,,39.3612,4.3431,13.361,,46.1807,
2010-03-10,,31.0898,12.9545,47.9575,25.1532,35.2191,39.4421,19.8433,,29.7129,36.8579,33.3626,8.1475,5.149,,13.2791,32.7027,14.0088,33.4462,30.7491,,21.0877,3.7077,,16.1715,25.6469,33.7588,63.972,23.1677,20.3936,16.5333,39.1503,27.7515,,39.7898,4.3252,13.4983,,46.2751,
2010-03-11,,31.5796,12.6062,47.7515,25.2703,34.737,39.3455,20.1047,,29.8986,36.6992,33.4715,8.0661,5.1983,,13.2962,32.7233,14.1789,33.4061,30.8252,,21.176,3.7128,,16.2081,25.4044,33.0599,63.4565,24.3013,20.5544,16.5133,39.1564,27.4945,,39.461,4.2583,13.4094,,49.8537,
2010-03-12,,32.086,12.4618,47.7515,25.2789,34.6366,38.8842,20.0124,,30.0883,36.7682,33.8946,8.2259,5.1878,,13.1987,32.7151,14.1179,33.4301,30.3608,,21.3399,3.7723,,16.3766,25.4169,33.2356,63.2666,24.6973,20.922,16.4883,38.8407,27.3313,,40.142,4.2361,13.571,,50.8046,
2010-03-15,,31.5921,12.4151,47.5943,24.9733,34.3888,38.6601,20.0739,,28.9903,36.4509,33.6831,8.0911,5.1474,,13.111,33.0982,14.2158,32.9692,30.2447,,21.4565,3.6618,,16.2765,25.4378,33.113,63.0767,24.4792,20.6647,16.4632,38.8711,27.2823,,39.7428,4.3475,13.4458,,49.9698,
2010-03-16,,31.5921,12.4703,48.1798,25.2189,34.8843,38.7348,20.1447,,29.5837,36.6923,34.5484,8.1413,5.1631,,13.0842,33.0446,14.4086,33.5785,30.2848,,21.901,3.7884,,16.6574,25.4295,33.7547,63.0225,25.1249,20.7244,16.5583,39.0107,27.4414,,40.8993,4.3431,13.4902,,51.1022,
2010-03-17,,31.3242,12.3471,48.7381,25.4474,34.7102,38.6821,19.9694,,30.1529,36.7958,35.1573,8.2133,5.1747,,13.0208,32.9911,14.1789,34.3922,30.1647,,22.6228,3.83,,16.7746,25.1492,34.004,63.348,24.9441,20.922,16.7184,39.1624,28.1471,,42.2084,4.4111,13.4013,,51.8644,
2010-03-18,,32.3622,12.4703,48.6134,25.5645,34.2482,38.7787,19.7449,,29.4303,36.6372,34.6894,8.2039,5.1768,,12.9136,33.0776,14.0782,34.7689,30.2648,,22.6922,3.7859,,16.9162,25.1325,33.5789,63.2124,25.5496,21.1839,16.8686,39.1017,28.2287,,42.1203,4.4144,13.4983,,51.8862,
2010-03-19,,32.7306,12.5425,48.2069,25.3046,33.8666,38.7612,19.7172,,29.7533,36.4647,34.6189,8.1507,5.1904,,12.8113,33.0158,13.979,34.801,30.5049,,22.5062,3.7757,46.9186,16.7868,25.1952,33.5871,63.2666,25.277,21.5192,17.0437,38.8529,28.0656,,41.8444,4.4367,12.9732,,52.3798,
2010-03-22,,32.5924,12.7421,47.8112,25.5388,33.7528,38.8139,19.9878,,29.4586,36.3612,34.5484,8.1162,5.1694,,12.7626,34.0827,13.7266,33.9593,30.9653,,22.6575,3.8139,,16.799,25.2162,33.7302,63.348,25.0733,21.2022,17.1038,38.8225,28.4735,,41.821,4.4144,13.3529,,52.9532,
2010-03-23,,32.8771,12.5043,48.0443,25.6673,33.5452,39.3015,20.3876,,29.6887,36.92,34.997,8.1632,5.1804,,12.8405,33.4813,13.6911,34.2238,32.1943,,22.8466,3.9745,47.2143,16.8235,24.9819,33.9304,63.5379,24.7805,21.5698,17.0137,38.9621,28.7346,,42.1556,4.4456,13.5467,,49.723,
2010-03-24,,32.8938,12.861,48.2394,25.6273,33.3376,39.1082,20.526,,29.6806,38.617,35.5483,8.2133,5.1553,,12.9112,33.9097,13.8811,33.8991,31.4898,,23.1114,4.2047,48.0472,16.843,24.8272,34.3309,63.7007,25.3689,21.5881,17.3239,38.9561,28.8325,,42.2378,4.4144,13.4135,,50.0932,
2010-03-25,,33.5049,13.0309,49.329,25.8987,33.8867,39.2576,20.9349,,31.0855,38.8584,36.7405,8.2227,5.1836,,13.1573,34.1486,14.1307,33.6185,31.4938,,23.2753,4.2616,,17.0994,24.9234,34.241,64.5689,25.3832,22.1165,17.424,39.3324,29.171,,43.2944,4.3921,13.5791,,48.3221,
2010-03-26,,33.53,13.0394,50.0066,25.8473,33.4582,39.2664,21.0333,,31.2873,38.6791,37.093,8.1413,5.1804,,13.0086,34.0168,13.918,32.6365,31.4978,,23.0483,4.2905,47.5646,17.0823,24.8523,34.2288,65.0029,25.9026,22.2084,17.2539,39.1503,28.7917,,43.0303,4.42,13.8577,,50.2312,
2010-03-29,,33.9276,12.98,50.3806,26.0015,33.6858,38.8666,20.9811,13.9505,31.4529,38.4307,37.0802,8.1914,5.2219,,13.1353,34.1486,14.3405,33.0333,31.5338,,23.3257,4.395,47.2766,17.0676,24.9317,34.6211,65.22,26.1207,21.8868,17.2138,39.4538,29.1099,,43.6878,4.3921,13.9143,,50.3328,
2010-03-30,,33.7058,12.6232,50.4619,26.1186,33.6122,38.7919,20.7781,13.9221,30.6051,38.3204,37.202,8.1287,5.2408,,13.3132,33.9303,14.6468,33.346,31.5698,,23.3699,4.2812,,16.8772,25.0279,34.0857,64.9487,25.9285,21.7949,17.1438,39.9576,29.0527,,42.907,4.3587,14.2616,,49.2948,
2010-03-31,,33.1491,12.6827,50.321,26.23,33.5318,38.9105,21.021,14.2088,30.3144,37.8582,36.5546,8.0504,5.2665,,13.3205,34.4164,15.628,33.1095,31.9141,,23.0483,4.3661,,17.0212,25.0949,35.2097,65.1928,25.9342,21.5514,17.0637,39.818,29.2567,,43.5292,4.381,14.2415,,49.584,
2010-04-01,,33.6011,12.9545,50.9552,26.8469,33.9068,39.0599,21.6207,14.2088,30.8836,38.3824,37.2404,8.1632,5.2586,,13.4497,34.2763,15.6847,33.7508,32.5466,,23.5527,4.384,,17.2898,25.0949,35.8227,66.0339,26.6115,21.9465,17.2189,40.2307,29.6687,,44.4626,4.3642,14.5565,,50.767,
2010-04-06,,33.8188,12.9035,51.6382,26.8783,33.2238,38.6513,21.7775,14.5705,30.6818,38.5687,37.2661,8.2102,5.2901,,13.4448,33.9674,15.5174,33.6145,32.6627,,23.6599,4.4953,,17.3387,25.0112,36.5584,66.4951,27.1108,21.9603,17.2639,40.2671,29.4036,,44.7679,4.3119,14.4555,,51.9354,
2010-04-07,,33.8648,12.7421,51.7304,26.6327,33.1435,38.6557,21.4024,14.3328,29.9026,38.7481,36.6956,8.1444,5.2823,,13.4204,33.9962,15.7301,34.4002,31.826,,23.5716,4.463,,17.2971,25.304,36.6687,65.9525,26.4278,21.8224,17.2639,40.3036,29.3587,,44.0635,4.3029,14.3545,,51.5922,
2010-04-08,,33.6304,12.3216,50.7926,26.4185,33.2975,38.5986,21.2363,14.2088,29.067,38.3066,36.0739,8.0535,5.2334,,13.4009,34.1033,15.5684,33.7909,31.822,,23.5495,4.3627,,17.1799,25.4504,35.9249,65.5998,25.4894,21.409,17.5491,40.1336,29.3179,,43.4999,4.459,14.605,,50.3142,
2010-04-09,,34.4215,12.6402,50.7221,26.8297,33.5921,38.7655,21.4393,14.0797,29.7815,38.6446,37.2276,8.1131,5.2691,,13.8103,34.1156,15.8095,35.4223,32.8709,,23.5464,4.4231,,17.2678,25.7515,36.0516,66.1153,25.8194,21.5652,17.394,41.1776,29.3709,,43.9343,4.6128,15.0977,,50.1682,
2010-04-12,,34.4717,12.5892,51.1341,26.8012,33.4213,38.5854,21.5992,14.0022,29.8744,38.3617,37.375,8.0096,5.2849,,13.898,33.8149,15.6847,34.8732,32.6107,,23.6346,4.2718,48.6076,17.2923,25.8535,35.9044,66.278,26.0289,21.8133,17.399,41.2869,29.4036,,43.8991,4.5705,14.9765,,49.8031,
2010-04-13,,34.6936,12.3131,50.6191,26.6412,33.7059,39.2488,21.7406,13.718,30.1004,38.4169,37.0417,7.9094,5.2823,,13.7786,34.2475,15.7386,34.6808,32.6267,,23.5716,4.3075,,17.5804,25.8365,35.7205,66.1424,26.2355,21.8914,17.354,40.8863,29.2567,,43.2064,4.4936,14.8513,,49.2919,
2010-04-14,,34.9907,12.5255,51.0582,26.6669,33.5988,39.2049,21.8421,14.0202,30.9765,39.224,38.2019,8.0535,5.3137,,13.8395,34.1568,15.8237,35.6748,32.7988,,23.5842,4.4273,,17.9076,25.6622,35.9331,66.4679,26.5742,22.7734,17.4941,41.0259,29.6116,,43.1066,4.5928,14.8635,,50.8911,
2010-04-15,,35.0075,12.5552,50.8522,26.5784,33.2539,39.2224,21.7283,14.09,31.3802,39.0723,38.7019,8.3669,5.3059,,13.9857,34.0703,15.7783,35.9955,32.8228,,23.8017,4.4689,,17.9296,25.726,35.5938,66.8478,26.4278,22.7918,17.5841,41.0744,29.8441,,42.9187,4.5705,14.9887,,51.4096,
2010-04-16,,34.4382,12.3726,50.0554,26.2471,33.0732,38.7524,21.8698,13.9763,31.8122,38.0237,35.888,8.2133,5.2481,,13.8249,34.2145,15.6819,36.4405,32.2624,,23.3131,4.35,,17.8441,25.7345,34.899,65.4913,25.6415,22.9342,17.5291,40.5888,29.3709,,41.7564,4.5058,14.7746,,51.7893,
2010-04-19,,34.5764,12.2367,49.8548,26.0757,33.2539,38.4624,21.716,13.6922,31.4044,37.5408,34.9714,8.2008,5.2408,,13.8931,34.2928,15.5968,36.5888,31.5778,,23.2312,4.3296,,17.7293,25.6155,34.4249,65.3014,25.1565,22.5162,17.5441,40.4492,29.2526,,42.2788,4.5805,14.8352,,51.1175,
2010-04-20,,35.1581,12.4278,50.2288,26.3328,33.6255,38.6777,22.6293,14.028,33.104,37.7754,35.7277,8.4014,5.2639,,13.937,34.61,15.7272,37.5307,32.2961,,23.206,4.4197,,19.0454,26.0831,35.3977,65.9254,26.3532,22.971,17.6142,40.7709,29.5259,,43.3707,4.7265,14.8473,,52.9431,
2010-04-21,,35.6102,12.3471,49.2748,26.5127,33.5385,38.3526,22.4971,14.183,33.1767,37.7754,35.4585,8.3575,5.2298,,13.7445,34.5605,15.455,37.3704,32.5842,,23.1933,4.5879,,18.7768,26.2957,35.2219,65.3828,26.5512,23.1839,17.6142,40.3582,29.6279,,42.9011,4.6597,15.2391,,54.9586,
2010-04-22,,35.8404,12.19,48.2828,26.3699,33.2774,38.357,22.2941,14.0797,33.1606,38.0237,34.5868,8.2509,5.192,,13.7323,34.4823,15.1913,36.4765,32.3732,,22.875,4.4944,,18.4838,26.8399,34.2901,64.596,25.9428,23.1839,17.5141,40.1457,29.6973,,41.909,4.7097,14.7463,,55.6304,
